drug_name,g2032r_score,wt_score,met_score,composite_score,mw,tpsa,clogp,cns_mpo,cns_penetrant,target,is_known_ros1_tki,is_candidate,source
Glycerol phenylbutyrate,-7.14,,,-7.14,530.7,78.9,6.05,3.0,False,Sigma Receptor,False,False,selleckchem_L1300
Lawsone,-6.64,,,-7.14,174.2,54.4,1.51,5.75,True,Others,False,False,selleckchem_L1300
Rabeprazole,-6.64,,,-7.14,359.5,77.1,2.99,5.75,True,Proton Pump,False,False,selleckchem_L1300
Promethazine,-7.13,,,-7.13,284.4,6.5,4.24,3.57,True,Histamine Receptor,False,False,selleckchem_L1300
Nifuroxazide,-7.13,,,-7.13,275.2,118.0,1.66,3.85,False,STAT,False,False,selleckchem_L1300
Bromfenac Sodium,-6.63,,,-7.13,333.2,83.2,1.55,5.75,False,COX,False,False,selleckchem_L1300
Entecavir Hydrate,-7.13,,,-7.13,277.3,130.1,-0.83,3.0,False,Reverse Transcriptase,False,False,selleckchem_L1300
Ethoxyquin,-7.13,,,-7.13,217.3,21.3,3.69,3.82,True,HSP (HSP90),False,False,selleckchem_L1300
Levamlodipine,-6.63,,,-7.13,408.9,99.9,2.27,4.23,False,Calcium Channel,False,False,selleckchem_L1300
Tolperisone HCl,-6.63,,,-7.13,245.4,20.3,3.3,4.3,True,Sodium Channel,False,False,selleckchem_L1300
Leflunomide (HWA486),-6.63,,,-7.13,270.2,55.1,3.25,5.56,True,"AhR,Dehydrogenase",False,False,selleckchem_L1300
Ulipristal Acetate (CDB 2914),-7.13,,,-7.13,475.6,63.7,5.54,3.26,False,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Selexipag,-7.12,,,-7.12,496.6,101.5,3.9,3.04,False,Prostaglandin Receptor,False,False,selleckchem_L1300
Paromomycin Sulfate,-7.12,,,-7.12,615.6,347.3,-8.86,1.5,False,"Antibiotics,Antibiotics for Mammalian Cell Culture,Antibiotics for Plant Cell Culture,Selection Antibiotics for Transfected Cell",False,False,selleckchem_L1300
Arteether,-6.62,,,-7.12,312.4,46.2,3.23,5.83,True,Parasite,False,False,selleckchem_L1300
Lumefantrine,-7.12,,,-7.12,529.0,23.5,9.15,1.51,False,Anti-infection,False,False,selleckchem_L1300
Bimatoprost,-7.12,,,-7.12,415.6,89.8,3.15,3.79,False,Prostaglandin Receptor,False,False,selleckchem_L1300
Tripelennamine HCl,-6.62,,,-7.12,255.4,19.4,2.65,4.5,True,Histamine Receptor,False,False,selleckchem_L1300
Detomidine HCl,-6.61,,,-7.11,186.3,28.7,2.62,4.9,True,Adrenergic Receptor,False,False,selleckchem_L1300
Trimebutine maleate,-6.61,,,-7.11,387.5,57.2,3.74,5.15,True,Opioid Receptor,False,False,selleckchem_L1300
4-Methylumbelliferone (4-MU),-6.61,,,-7.11,176.2,50.4,1.81,5.75,True,Others,False,False,selleckchem_L1300
Amisulpride,-6.61,,,-7.11,369.5,101.7,1.29,4.56,False,Dopamine Receptor,False,False,selleckchem_L1300
Clinofibrate,-7.11,,,-7.11,468.6,93.1,6.2,2.43,False,HMG-CoA Reductase,False,False,selleckchem_L1300
4-Methylbenzylidene camphor,-7.1,,,-7.1,254.4,17.1,4.4,3.45,True,Others,False,False,selleckchem_L1300
Dinitolmide,-6.6,,,-7.1,225.2,129.4,0.91,4.25,False,Parasite,False,False,selleckchem_L1300
Famciclovir,-6.6,,,-7.1,321.3,122.2,0.54,4.25,False,Antiviral,False,False,selleckchem_L1300
Riboflavin phosphate sodium,-7.1,,,-7.1,455.3,210.9,-2.24,1.98,False,Others,False,False,selleckchem_L1300
Oseltamivir Phosphate,-6.6,,,-7.1,312.4,90.7,1.29,5.22,False,"Influenza Virus,Neuraminidase",False,False,selleckchem_L1300
"5,7-Dihydroxy-4-methylcoumarin",-6.6,,,-7.1,192.2,70.7,1.51,5.25,True,Others,False,False,selleckchem_L1300
Mozavaptan,-7.1,,,-7.1,427.5,52.6,5.29,3.53,True,Vasopressin Receptor,False,False,selleckchem_L1300
Tenofovir alafenamide fumarate,-7.09,,,-7.09,476.5,143.5,2.97,2.5,False,Reverse Transcriptase,False,False,selleckchem_L1300
Spectinomycin dihydrochloride pentahydrate,-7.09,,,-7.09,332.4,129.5,-2.93,3.0,False,"Antibiotics,Bacterial",False,False,selleckchem_L1300
Cephapirin Sodium,-7.09,,,-7.09,422.5,128.7,-0.86,3.58,False,"Antibiotics,Bacterial",False,False,selleckchem_L1300
Mirabegron,-7.09,,,-7.09,396.5,100.3,2.77,3.6,False,Adrenergic Receptor,False,False,selleckchem_L1300
Dipivefrin Hydrochloride,-6.59,,,-7.09,351.4,84.9,2.84,5.25,False,Others,False,False,selleckchem_L1300
Ibudilast,-6.59,,,-7.09,230.3,34.4,3.3,5.36,True,PDE,False,False,selleckchem_L1300
Cefminox Sodium,-7.08,,,-7.08,518.6,205.7,-3.17,1.75,False,Bacterial,False,False,selleckchem_L1300
Triamterene,-7.08,,,-7.08,253.3,129.6,0.83,3.25,False,Sodium Channel,False,False,selleckchem_L1300
Esculetin,-6.58,,,-7.08,178.1,70.7,1.2,5.25,True,Lipoxygenase,False,False,selleckchem_L1300
Doxifluridine,-6.58,,,-7.08,246.2,104.6,-1.69,4.02,False,Phosphorylase,False,False,selleckchem_L1300
Clevudine,-6.58,,,-7.08,260.2,104.6,-1.57,4.02,False,DNA/RNA Synthesis,False,False,selleckchem_L1300
Orphenadrine Hydrochloride,-6.58,,,-7.08,269.4,12.5,3.66,4.0,True,NMDAR,False,False,selleckchem_L1300
Furagin,-6.58,,,-7.08,264.2,118.1,0.74,4.35,False,Bacterial,False,False,selleckchem_L1300
Zonisamide,-6.58,,,-7.08,212.2,86.2,0.62,5.75,False,Sodium Channel,False,False,selleckchem_L1300
Pixantrone Maleate,-7.08,,,-7.08,325.4,123.1,0.6,3.0,False,Topoisomerase,False,False,selleckchem_L1300
Hydroxyzine 2HCl,-6.57,,,-7.07,374.9,35.9,3.06,5.24,True,Histamine Receptor,False,False,selleckchem_L1300
Ozagrel sodium,-6.57,,,-7.07,227.2,57.9,0.69,6.0,True,"P450 (e.g. CYP17),Prostaglandin Receptor",False,False,selleckchem_L1300
Stiripentol,-6.57,,,-7.07,234.3,38.7,2.84,5.65,True,P450 (e.g. CYP17),False,False,selleckchem_L1300
Fabomotizole?hydrochloride,-6.57,,,-7.07,307.4,50.4,2.39,5.75,True,Others,False,False,selleckchem_L1300
Benzyl cinnamate,-6.57,,,-7.07,238.3,26.3,3.44,4.64,True,Others,False,False,selleckchem_L1300
Ticlopidine,-7.07,,,-7.07,263.8,3.2,3.96,3.78,True,"Adenosine Receptor,P450 (e.g. CYP17)",False,False,selleckchem_L1300
Brivudine,-6.57,,,-7.07,333.1,104.6,-0.46,4.02,False,CMV,False,False,selleckchem_L1300
Sulphadimethoxine,-7.06,,,-7.06,310.3,116.4,0.88,3.93,False,Anti-infection,False,False,selleckchem_L1300
Triprolidine Hydrochloride,-7.06,,,-7.06,278.4,16.1,3.92,3.81,True,Histamine Receptor,False,False,selleckchem_L1300
Entecavir,-7.06,,,-7.06,277.3,130.1,-0.83,3.0,False,Reverse Transcriptase,False,False,selleckchem_L1300
Levosulpiride,-6.56,,,-7.06,341.4,101.7,0.56,4.66,False,Dopamine Receptor,False,False,selleckchem_L1300
Allopurinol Sodium,-6.56,,,-7.06,136.1,74.4,-0.35,5.25,True,ROS,False,False,selleckchem_L1300
Eslicarbazepine Acetate,-6.56,,,-7.06,296.3,72.6,3.06,5.7,True,"BACE,Sodium Channel",False,False,selleckchem_L1300
Sulpiride,-6.56,,,-7.06,341.4,101.7,0.56,4.66,False,Dopamine Receptor,False,False,selleckchem_L1300
Fludarabine Phosphate,-7.06,,,-7.06,365.2,186.1,-1.72,2.94,False,DNA/RNA Synthesis,False,False,selleckchem_L1300
Regadenoson,-7.05,,,-7.05,390.4,186.5,-2.43,2.67,False,Adenosine Receptor,False,False,selleckchem_L1300
Cefotiam hydrochloride,-7.05,,,-7.05,525.6,172.5,-0.65,1.75,False,Anti-infection,False,False,selleckchem_L1300
Itopride hydrochloride,-6.55,,,-7.05,358.4,60.0,2.57,5.75,True,AChR,False,False,selleckchem_L1300
Prostaglandin E2 (PGE2),-6.55,,,-7.05,352.5,94.8,3.25,4.32,False,"PGES,Prostaglandin Receptor",False,False,selleckchem_L1300
Phenazopyridine HCl,-6.55,,,-7.05,213.2,89.6,2.66,5.25,False,Sodium Channel,False,False,selleckchem_L1300
Alcaftadine,-6.55,,,-7.05,307.4,38.1,2.78,5.86,True,Histamine Receptor,False,False,selleckchem_L1300
Elafibranor,-7.05,,,-7.05,384.5,63.6,5.16,3.99,True,PPAR,False,False,selleckchem_L1300
Mebrofenin,-7.05,,,-7.05,387.2,106.9,1.78,3.61,False,Others,False,False,selleckchem_L1300
Trihexyphenidyl hydrochloride,-7.05,,,-7.05,301.5,23.5,4.33,3.51,True,AChR,False,False,selleckchem_L1300
Flutamide,-6.55,,,-7.05,276.2,72.2,3.21,5.59,True,Androgen Receptor,False,False,selleckchem_L1300
Ticlopidine HCl,-7.04,,,-7.04,263.8,3.2,3.96,3.78,True,P2 Receptor,False,False,selleckchem_L1300
Meropenem,-7.04,,,-7.04,383.5,110.2,-0.31,3.49,False,Antibiotics,False,False,selleckchem_L1300
Cetilistat,-6.54,,,-7.04,401.6,52.3,7.36,4.05,True,Lipase,False,False,selleckchem_L1300
Fluticasone propionate,-7.04,,,-7.04,500.6,80.7,4.43,3.18,False,Glucocorticoid Receptor,False,False,selleckchem_L1300
Carbazochrome,-7.04,,,-7.04,236.2,108.0,-1.29,3.85,False,Others,False,False,selleckchem_L1300
Sivelestat sodium tetrahydrate,-7.04,,,-7.04,433.5,141.7,0.92,2.96,False,Serine Protease,False,False,selleckchem_L1300
Telbivudine,-6.54,,,-7.04,242.2,104.6,-1.51,4.02,False,Reverse Transcriptase,False,False,selleckchem_L1300
Suxibuzone,-7.04,,,-7.04,438.5,104.2,3.57,3.77,False,Others,False,False,selleckchem_L1300
Adiphenine HCl,-6.54,,,-7.04,311.4,29.5,3.7,4.69,True,AChR,False,False,selleckchem_L1300
Olsalazine Sodium,-7.04,,,-7.04,300.2,145.4,0.24,3.75,False,Anti-infection,False,False,selleckchem_L1300
(-)-Isoproterenol hydrochloride,-6.53,,,-7.03,211.3,72.7,1.13,4.5,False,Adrenergic Receptor,False,False,selleckchem_L1300
Mitotane,-7.03,,,-7.03,320.0,0.0,5.93,3.0,True,Others,False,False,selleckchem_L1300
Lomerizine 2HCl,-7.03,,,-7.03,468.5,34.2,4.9,2.98,False,Calcium Channel,False,False,selleckchem_L1300
Mitoxantrone (NSC-301739)?2HCl,-7.03,,,-7.03,444.5,163.2,-0.14,2.09,False,"Apoptosis related,COVID-19,PKC,Topoisomerase",False,False,selleckchem_L1300
Glycopyrrolate,-6.53,,,-7.03,318.4,46.5,2.46,5.75,True,AChR,False,False,selleckchem_L1300
Cefoxitin,-7.02,,,-7.02,427.5,148.3,0.1,2.53,False,"Antibiotics,Bacterial",False,False,selleckchem_L1300
Cephalotin acid,-7.02,,,-7.02,396.4,113.0,0.59,3.71,False,Antibiotics,False,False,selleckchem_L1300
Sodium salicylate,-6.52,,,-7.02,138.1,57.5,1.09,5.25,True,,False,False,selleckchem_L1300
Trichlormethiazide,-7.02,,,-7.02,380.7,118.4,0.82,3.11,False,Others,False,False,selleckchem_L1300
Metamizole sodium hydrate,-6.52,,,-7.02,310.4,87.4,0.42,6.0,False,COX,False,False,selleckchem_L1300
Eliglustat,-6.52,,,-7.02,404.6,71.0,3.43,4.45,True,Glucosylceramide Synthase,False,False,selleckchem_L1300
Fenoldopam,-6.52,,,-7.02,305.8,72.7,2.73,4.5,False,Dopamine Receptor,False,False,selleckchem_L1300
Lacidipine,-7.02,,,-7.02,455.6,90.9,4.4,3.63,False,Calcium Channel,False,False,selleckchem_L1300
Ethacrynic Acid,-6.52,,,-7.02,303.1,63.6,3.61,5.3,True,Others,False,False,selleckchem_L1300
Levomilnacipran Hydrochloride,-6.52,,,-7.02,246.4,46.3,1.77,5.75,True,Serotonin Transporter,False,False,selleckchem_L1300
Tenofovir Alafenamide (GS-7340),-7.02,,,-7.02,476.5,143.5,2.97,2.5,False,Reverse Transcriptase,False,False,selleckchem_L1300
Vitamin K1,-7.01,,,-7.01,450.7,34.1,9.16,3.09,False,Vitamin,False,False,selleckchem_L1300
1-Naphthol,-6.51,,,-7.01,144.2,20.2,2.55,4.27,True,Others,False,False,selleckchem_L1300
Cefotaxime,-7.01,,,-7.01,455.5,173.5,-0.62,2.23,False,"Antibiotics,Antibiotics for Plant Cell Culture,Bacterial",False,False,selleckchem_L1300
Chromocarb,-6.51,,,-7.01,190.2,67.5,1.49,5.75,True,Others,False,False,selleckchem_L1300
Roflumilast (B9302-107),-7.01,,,-7.01,403.2,60.5,5.03,3.79,True,PDE,False,False,selleckchem_L1300
2-Naphthol,-6.51,,,-7.01,144.2,20.2,2.55,4.27,True,Others,False,False,selleckchem_L1300
Raclopride,-6.5,,,-7.0,347.2,61.8,2.92,5.25,True,Dopamine Receptor,False,False,selleckchem_L1300
Econazole,-7.0,,,-7.0,381.7,27.1,5.8,3.3,True,Bacterial,False,False,selleckchem_L1300
Cefmetazole sodium,-7.0,,,-7.0,470.5,166.2,-2.06,3.07,False,Antibiotics,False,False,selleckchem_L1300
(R)-Avanafil,-7.0,,,-7.0,484.0,125.4,2.43,1.92,False,PDE,False,False,selleckchem_L1300
Neomycin sulfate,-7.0,,,-7.0,614.7,353.1,-8.9,1.5,False,"Antibiotics,Antibiotics for Mammalian Cell Culture,Antineoplastic and Immunosuppressive Antibiotics,Bacterial,Selection Antibiotics for Transfected Cell",False,False,selleckchem_L1300
Avanafil,-7.0,,,-7.0,484.0,125.4,2.43,1.92,False,PDE,False,False,selleckchem_L1300
Sulfameter,-6.5,,,-7.0,280.3,107.2,0.87,4.39,False,Bacterial,False,False,selleckchem_L1300
Rifamycin sodium salt,-6.99,,,-6.99,696.8,204.1,3.98,0.77,False,"Antineoplastic and Immunosuppressive Antibiotics,Bacterial",False,False,selleckchem_L1300
Molnupiravir (EIDD-2801),-6.99,,,-6.99,329.3,146.4,-1.72,3.0,False,"COVID-19,SARS-CoV",False,False,selleckchem_L1300
3'-Fluoro-3'-deoxythymidine (Alovudine),-6.49,,,-6.99,244.2,84.3,-0.54,5.25,False,"DNA/RNA Synthesis,HIV,Reverse Transcriptase",False,False,selleckchem_L1300
Brimonidine Tartrate,-6.49,,,-6.99,292.1,62.2,1.76,5.25,True,Adrenergic Receptor,False,False,selleckchem_L1300
Cefixime,-6.99,,,-6.99,453.5,184.5,-0.54,2.0,False,"Antibiotics,Antineoplastic and Immunosuppressive Antibiotics,Bacterial",False,False,selleckchem_L1300
Propidium Iodide,-6.98,,,-6.98,414.6,55.9,4.99,3.17,True,Dyes,False,False,selleckchem_L1300
Amiodarone (NSC 85442) HCl,-6.98,,,-6.98,645.3,42.7,6.94,3.0,False,"Autophagy,Potassium Channel",False,False,selleckchem_L1300
Alfuzosin,-6.98,,,-6.98,389.5,111.8,1.35,3.84,False,Adrenergic Receptor,False,False,selleckchem_L1300
Ambroxol,-6.48,,,-6.98,378.1,58.3,3.19,4.42,False,Sodium Channel,False,False,selleckchem_L1300
(R)-(-)-Ibuprofen,-6.48,,,-6.98,206.3,37.3,3.07,5.49,True,,False,False,selleckchem_L1300
Butoconazole nitrate,-6.98,,,-6.98,411.8,17.8,6.64,2.45,True,"Fungal,IFN,Interleukins,TNF-alpha",False,False,selleckchem_L1300
Doripenem,-6.98,,,-6.98,420.5,162.1,-1.6,2.35,False,Antibiotics,False,False,selleckchem_L1300
Tilorone dihydrochloride,-6.47,,,-6.97,410.6,42.0,4.34,4.45,True,"Antiviral,IFN",False,False,selleckchem_L1300
Sennoside B,-6.97,,,-6.97,862.7,348.0,-1.1,1.5,False,PDGFR,False,False,selleckchem_L1300
Fluoxetine (Lilly 110140) HCl,-6.97,,,-6.97,309.3,21.3,4.44,3.27,True,5-HT Receptor,False,False,selleckchem_L1300
Ozagrel HCl,-6.47,,,-6.97,228.3,55.1,2.03,5.75,True,"P450 (e.g. CYP17),Prostaglandin Receptor",False,False,selleckchem_L1300
Benzyl benzoate,-6.47,,,-6.97,212.2,26.3,3.04,4.94,True,Parasite,False,False,selleckchem_L1300
Isofraxidin,-6.47,,,-6.97,222.2,68.9,1.52,5.75,True,Immunology & Inflammation related,False,False,selleckchem_L1300
Pheniramine Maleate,-6.46,,,-6.96,240.3,16.1,3.17,4.38,True,Histamine Receptor,False,False,selleckchem_L1300
Salbutamol Sulfate,-6.46,,,-6.96,239.3,72.7,1.31,4.5,False,Adrenergic Receptor,False,False,selleckchem_L1300
Bevantolol hydrochloride,-6.46,,,-6.96,345.4,60.0,2.58,5.25,True,Adrenergic Receptor,False,False,selleckchem_L1300
Scopoletin,-6.46,,,-6.96,192.2,59.7,1.51,5.75,True,Immunology & Inflammation related,False,False,selleckchem_L1300
Butoconazole,-6.96,,,-6.96,411.8,17.8,6.64,2.45,True,Fungal,False,False,selleckchem_L1300
Bekanamycin,-6.96,,,-6.96,483.5,288.4,-7.33,1.68,False,Others,False,False,selleckchem_L1300
Ozagrel,-6.46,,,-6.96,228.3,55.1,2.03,5.75,True,"P450 (e.g. CYP17),Prostaglandin Receptor",False,False,selleckchem_L1300
Amorolfine HCl,-6.96,,,-6.96,317.5,12.5,4.66,3.25,True,Fungal,False,False,selleckchem_L1300
Benztropine mesylate,-6.96,,,-6.96,307.4,12.5,4.42,3.44,True,Dopamine Receptor,False,False,selleckchem_L1300
Guanosine,-6.96,,,-6.96,283.2,159.5,-2.69,3.0,False,Nucleoside Analog/Antimetabolite,False,False,selleckchem_L1300
Azatadine dimaleate,-6.96,,,-6.96,290.4,16.1,3.71,3.97,True,Histamine Receptor,False,False,selleckchem_L1300
Lisinopril dihydrate,-6.95,,,-6.95,405.5,133.0,1.24,2.51,False,"ACE,RAAS",False,False,selleckchem_L1300
Ceftibuten dihydrate,-6.95,,,-6.95,410.4,162.9,-0.05,2.46,False,Bacterial,False,False,selleckchem_L1300
Cefathiamidine,-6.95,,,-6.95,472.6,137.4,0.78,2.04,False,Bacterial,False,False,selleckchem_L1300
Felodipine,-6.45,,,-6.95,384.3,64.6,3.96,4.77,True,Calcium Channel,False,False,selleckchem_L1300
Ponesimod,-6.95,,,-6.95,461.0,82.4,4.27,3.22,False,S1P Receptor,False,False,selleckchem_L1300
Zileuton (A-64077),-6.45,,,-6.95,236.3,66.6,2.73,5.25,True,"Apoptosis related,Ferroptosis,Lipoxygenase",False,False,selleckchem_L1300
Salbutamol,-6.45,,,-6.95,239.3,72.7,1.31,4.5,False,Adrenergic Receptor,False,False,selleckchem_L1300
Propafenone HCl,-6.45,,,-6.95,341.5,58.6,3.24,5.07,True,Sodium Channel,False,False,selleckchem_L1300
Fenoldopam mesylate,-6.45,,,-6.95,305.8,72.7,2.73,4.5,False,Dopamine Receptor,False,False,selleckchem_L1300
Diazoxide,-6.45,,,-6.95,230.7,58.5,1.68,5.75,True,"ADC Cytotoxin,Potassium Channel",False,False,selleckchem_L1300
Tipiracil hydrochloride,-6.44,,,-6.94,242.7,92.8,0.29,4.61,False,"Phosphorylase,Thymidylate Synthase",False,False,selleckchem_L1300
Indoximod.cdx,-6.44,,,-6.94,218.3,68.2,1.13,5.25,True,IDO/TDO,False,False,selleckchem_L1300
5-Methoxytryptamine,-6.44,,,-6.94,190.2,51.0,1.68,5.25,True,5-HT Receptor,False,False,selleckchem_L1300
Ibuprofen (NSC 256857),-6.44,,,-6.94,206.3,37.3,3.07,5.49,True,COX,False,False,selleckchem_L1300
Methylbenactyzine Bromide,-6.44,,,-6.94,342.5,46.5,2.95,5.75,True,AChR,False,False,selleckchem_L1300
Nifurtimox,-6.43,,,-6.93,287.3,106.0,0.64,5.2,False,Anti-infection,False,False,selleckchem_L1300
Meropenem Trihydrate,-6.93,,,-6.93,383.5,110.2,-0.31,3.49,False,Bacterial,False,False,selleckchem_L1300
Bestatin (NK421),-6.93,,,-6.93,308.4,112.7,0.53,3.37,False,Immunology & Inflammation related,False,False,selleckchem_L1300
Fluvoxamine (DU-23000) maleate,-6.42,,,-6.92,318.3,56.8,3.2,5.6,True,Serotonin Transporter,False,False,selleckchem_L1300
UTP Trisodium Salt,-6.92,,,-6.92,481.1,272.9,-4.4,1.7,False,DNA/RNA Synthesis,False,False,selleckchem_L1300
Cyclopentolate Hydrochloride,-6.42,,,-6.92,291.4,49.8,2.18,5.75,True,AChR,False,False,selleckchem_L1300
Ginsenoside Ro,-6.92,,,-6.92,957.1,312.1,0.23,1.5,False,Others,False,False,selleckchem_L1300
Tafluprost,-6.92,,,-6.92,452.5,76.0,4.68,3.0,False,Prostaglandin Receptor,False,False,selleckchem_L1300
Gefapixant,-6.92,,,-6.92,353.4,156.4,1.21,3.25,False,P2 Receptor,False,False,selleckchem_L1300
Alprostadil,-6.42,,,-6.92,354.5,94.8,3.48,4.15,False,PGES,False,False,selleckchem_L1300
Capsaicin(Vanilloid),-6.41,,,-6.91,305.4,58.6,3.79,4.66,True,TRP Channel,False,False,selleckchem_L1300
Ibuprofen piconol,-6.41,,,-6.91,297.4,39.2,4.13,5.09,True,Immunology & Inflammation related,False,False,selleckchem_L1300
Kasugamycin hydrochloride,-6.91,,,-6.91,379.4,218.8,-4.33,2.79,False,"Antineoplastic and Immunosuppressive Antibiotics,Fungal,Selection Antibiotics for Transfected Cell",False,False,selleckchem_L1300
Chlorotrianisene,-6.91,,,-6.91,380.9,27.7,5.87,3.35,True,Estrogen/progestogen Receptor,False,False,selleckchem_L1300
Climbazole,-6.41,,,-6.91,292.8,44.1,3.73,5.45,True,Fungal,False,False,selleckchem_L1300
Tizanidine HCl,-6.41,,,-6.91,253.7,62.2,1.72,5.25,True,Adrenergic Receptor,False,False,selleckchem_L1300
Ethotoin,-6.4,,,-6.9,204.2,49.4,1.3,5.75,True,Sodium Channel,False,False,selleckchem_L1300
Tacrolimus (FK506),-6.9,,,-6.9,804.0,178.4,4.64,0.52,False,"Autophagy,FKBP,phosphatase",False,False,selleckchem_L1300
Triclosan,-6.89,,,-6.89,289.5,29.5,5.14,3.46,True,Bacterial,False,False,selleckchem_L1300
Ketotifen Fumarate,-6.89,,,-6.89,309.4,20.3,4.01,3.76,True,Histamine Receptor,False,False,selleckchem_L1300
Tolvaptan,-6.89,,,-6.89,449.0,69.6,5.68,2.8,True,Vasopressin Receptor,False,False,selleckchem_L1300
Tizanidine,-6.39,,,-6.89,253.7,62.2,1.72,5.25,True,Adrenergic Receptor,False,False,selleckchem_L1300
Carbetapentane,-6.39,,,-6.89,333.5,38.8,3.4,5.61,True,Sigma Receptor,False,False,selleckchem_L1300
Acarbose,-6.89,,,-6.89,645.6,321.2,-8.56,1.5,False,Carbohydrate Metabolism,False,False,selleckchem_L1300
Rasagiline,-6.38,,,-6.88,171.2,12.0,1.9,4.25,True,MAO,False,False,selleckchem_L1300
Didanosine,-6.38,,,-6.88,236.2,93.0,-0.21,5.1,False,Reverse Transcriptase,False,False,selleckchem_L1300
Bambuterol HCl,-6.38,,,-6.88,367.4,91.3,2.23,5.1,False,Adrenergic Receptor,False,False,selleckchem_L1300
Sulfamethoxazole,-6.38,,,-6.88,253.3,98.2,1.37,4.84,False,"Antibiotics,Bacterial",False,False,selleckchem_L1300
Guanabenz Acetate,-6.38,,,-6.88,231.1,74.3,1.81,4.75,False,Adrenergic Receptor,False,False,selleckchem_L1300
Rhodamine B,-6.88,,,-6.88,443.6,56.7,5.56,3.35,True,Dyes,False,False,selleckchem_L1300
Diphenidol HCl,-6.88,,,-6.88,309.5,23.5,4.19,3.62,True,AChR,False,False,selleckchem_L1300
Diphenhydramine HCl,-6.38,,,-6.88,255.4,12.5,3.35,4.23,True,Histamine Receptor,False,False,selleckchem_L1300
Procyclidine HCl,-6.88,,,-6.88,287.4,23.5,3.94,3.8,True,NMDAR,False,False,selleckchem_L1300
Chlorquinaldol,-6.38,,,-6.88,228.1,33.1,3.56,4.82,True,Anti-infection,False,False,selleckchem_L1300
Deslanoside,-6.88,,,-6.88,943.1,282.2,0.04,1.5,False,ATPase,False,False,selleckchem_L1300
Desvenlafaxine,-6.38,,,-6.88,263.4,43.7,2.73,5.25,True,"Adrenergic Receptor,Serotonin Transporter",False,False,selleckchem_L1300
3-n-Butylphathlide,-6.38,,,-6.88,190.2,26.3,3.09,4.91,True,Others,False,False,selleckchem_L1300
Neotame,-6.88,,,-6.88,378.5,104.7,1.76,3.82,False,Others,False,False,selleckchem_L1300
Oxcarbazepine,-6.38,,,-6.88,252.3,63.4,2.64,5.75,True,Sodium Channel,False,False,selleckchem_L1300
Acotiamide,-6.88,,,-6.88,450.6,113.0,2.97,2.63,False,AChR,False,False,selleckchem_L1300
Indole-3-carboxylic acid,-6.38,,,-6.88,161.2,53.1,1.87,5.25,True,Others,False,False,selleckchem_L1300
Capecitabine?(RO 09-1978),-6.87,,,-6.87,359.4,122.9,0.76,3.25,False,"Apoptosis related,DNA/RNA Synthesis",False,False,selleckchem_L1300
Doripenem Hydrate,-6.87,,,-6.87,420.5,162.1,-1.6,2.35,False,Antibiotics,False,False,selleckchem_L1300
Tioconazole,-6.87,,,-6.87,387.7,27.1,5.86,3.23,True,Fungal,False,False,selleckchem_L1300
Guanabenz,-6.37,,,-6.87,231.1,74.3,1.81,4.75,False,Adrenergic Receptor,False,False,selleckchem_L1300
Coumarin,-6.37,,,-6.87,146.1,30.2,1.79,5.27,True,Immunology & Inflammation related,False,False,selleckchem_L1300
Isosulfan Blue,-6.87,,,-6.87,543.7,120.6,3.76,2.43,False,Dyes,False,False,selleckchem_L1300
Alfuzosin HCl,-6.87,,,-6.87,389.5,111.8,1.35,3.84,False,Adrenergic Receptor,False,False,selleckchem_L1300
(1R)-(-)-Menthyl acetate,-6.37,,,-6.87,198.3,26.3,3.01,4.96,True,Others,False,False,selleckchem_L1300
Tiratricol,-6.87,,,-6.87,621.9,66.8,4.63,2.53,False,THR,False,False,selleckchem_L1300
Uridine 5'-monophosphate,-6.87,,,-6.87,324.2,171.3,-2.73,3.0,False,DNA/RNA Synthesis,False,False,selleckchem_L1300
Daphnetin,-6.36,,,-6.86,178.1,70.7,1.2,5.25,True,"EGFR,PKA,PKC",False,False,selleckchem_L1300
Cefuroxime axetil,-6.86,,,-6.86,510.5,189.1,-0.17,2.25,False,"Antibiotics,Bacterial",False,False,selleckchem_L1300
Econazole nitrate,-6.86,,,-6.86,381.7,27.1,5.8,3.3,True,"Calcium Channel,Fungal",False,False,selleckchem_L1300
Serotonin HCl,-6.36,,,-6.86,176.2,62.0,1.37,4.75,False,5-HT Receptor,False,False,selleckchem_L1300
Citicoline,-6.86,,,-6.86,488.3,215.7,-2.23,1.63,False,Others,False,False,selleckchem_L1300
Ombitasvir (ABT-267),-6.86,,,-6.86,894.1,178.7,7.69,0.0,False,HCV Protease,False,False,selleckchem_L1300
Octisalate,-6.35,,,-6.85,250.3,46.5,3.77,5.18,True,Others,False,False,selleckchem_L1300
Stavudine (d4T),-6.35,,,-6.85,224.2,84.3,-0.71,5.25,False,Reverse Transcriptase,False,False,selleckchem_L1300
Vorinostat (SAHA),-6.35,,,-6.85,264.3,78.4,2.47,4.75,False,"Autophagy,HDAC,HPV",False,False,selleckchem_L1300
Furosemide (NSC 269420),-6.85,,,-6.85,330.7,122.6,1.89,3.25,False,NKCC,False,False,selleckchem_L1300
Saroglitazar,-6.85,,,-6.85,439.6,60.7,5.3,3.4,True,PPAR,False,False,selleckchem_L1300
Tirapazamine,-6.35,,,-6.85,178.2,92.8,-0.92,5.61,False,Others,False,False,selleckchem_L1300
